Country,Year,military_expenditures_usd,military_expenditures_pct_gdp,military_expenditures_pct_govt,Capital City,Latitude,Longitude
Spain,1997,9865.892241046227,0.017228156794418175,0.04031498293436115,Madrid,40.4165,-3.7026
Sweden,1997,5085.20751445011,0.019089758989641624,0.03277366963803349,Stockholm,59.3326,18.0649
Switzerland,1997,3498.2188505557046,0.012208641034211608,0.036035716313667594,Bern,46.9481,7.4474
United Kingdom,1997,39889.947448983,0.025601487722560528,0.07354950629341961,London,51.5085,-0.1257
Albania,1998,33.638047439804026,0.012382425606474932,0.0358251376938142,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,1998,,,,Sarajevo,43.8486,18.3564
Bulgaria,1998,320.38901133858985,0.024530591474314644,0.06964682637688317,Sofia,42.6975,23.3242
Croatia,1998,1341.1130735546953,0.055952512968370734,0.09861750947414508,Zagreb,45.8144,15.978
Estonia,1998,59.919847476751876,0.010674917182744778,0.02716733870967742,Tallinn,59.437,24.7535
Hungary,1998,618.4643799964554,0.012721641748014979,0.024998397538619318,Budapest,47.498,19.0399
Kosovo,1998,,,,,,
Latvia,1998,42.18016650441998,0.005878479864961022,0.01587443946188341,Riga,56.946,24.1059
Lithuania,1998,138.17500000000004,0.012292543361904594,0.03339027622959346,Vilnius,54.6892,25.2798
North Macedonia,1998,78.99129112752631,0.020982397612045126,0.06394743883223832,,,
Montenegro,1998,,,,Podgorica,42.4411,19.2636
Poland,1998,3491.0226161017436,0.020190813144239827,0.04560942510328443,Warszawa (Warsaw),52.2298,21.0118
Romania,1998,1254.2278927123637,0.030041748639188674,0.0848993288590604,Bucuresti (Bucharest),44.4328,26.1043
Serbia,1998,642.1222634286399,0.035118979788457357,,Beograd (Belgrade),44.8176,20.4633
Slovakia,1998,397.5922157429417,0.01744336533159275,0.03799950968374602,Bratislava,48.1482,17.1067
Slovenia,1998,301.13982223273604,0.01361182468997353,0.02942494714587738,Ljubljana,46.0511,14.5051
Belarus,1998,227.58608728830464,0.01495098702434342,,Minsk,53.9,27.5667
Moldova,1998,10.613141676131603,0.0062485522816917525,0.01598429613011778,,,
Russia,1998,7955.730400985875,0.027326490886568747,0.06905492303977248,,,
Ukraine,1998,1405.1617854780898,0.03244031799651914,0.08747363338331343,Kyiv (Kiev),50.4454,30.5186
Austria,1998,2159.796003210237,0.010180728629979924,0.018307218301565016,Wien (Vienna),48.2064,16.3707
Belgium,1998,3664.2884132382037,0.014639192651100426,0.02781414495883385,Bruxelles-Brussel,50.8467,4.3499
Cyprus,1998,483.74864510820487,0.04676317945916416,0.13739967897271266,Lefkosia (Nicosia),35.1595,33.3669
Denmark,1998,2846.0653381745246,0.016080263881253436,0.029028236737439896,København (Copenhagen),55.6759,12.5655
Finland,1998,1959.7088140168023,0.014631755578076456,0.028489632193575518,Helsinki,60.1692,24.9402
France,1998,33633.56128322944,0.02226208306527675,0.04227793239136651,Paris,48.8534,2.3488
Germany,1998,31200.768077998142,0.013908947861664548,0.028944180781779457,Berlin,52.5244,13.4105
Greece,1998,4824.257168882381,0.0353386881535161,0.07398161082132436,Athínai (Athens),37.9534,23.749
Iceland,1998,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,1998,742.4021531905349,0.008238695159940825,0.024083236321303842,Dublin,53.3331,-6.2489
Italy,1998,20825.125351855073,0.01644508879132047,0.034053096591478975,Roma (Rome),41.8947,12.4811
Luxembourg,1998,129.3194411538157,0.006399205041386904,0.015307053346359699,Luxembourg,49.6117,6.13
Malta,1998,29.081268414084555,0.0073147185813865635,,Valletta,35.8997,14.5147
Netherlands,1998,6836.084823129622,0.01580648061338505,0.035636230969243864,Amsterdam,52.374,4.8897
Norway,1998,3324.9393646207477,0.021567376666964698,0.045097062857615375,Oslo,59.9127,10.7461
Portugal,1998,1763.8638403022815,0.014226122876211736,0.03338275913755739,Lisboa (Lisbon),38.7169,-9.1399
Spain,1998,10333.417234297525,0.017573199488612152,0.040754857044966376,Madrid,40.4165,-3.7026
Sweden,1998,5035.805616947195,0.018726237875703506,0.033458696887640825,Stockholm,59.3326,18.0649
Switzerland,1998,3494.2509708168654,0.011852039013936557,0.035265290211201915,Bern,46.9481,7.4474
United Kingdom,1998,41222.125832621496,0.02495962275018811,0.07256020880706174,London,51.5085,-0.1257
Albania,1999,42.784205213122135,0.012492100988595736,0.035788271458686446,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,1999,,,,Sarajevo,43.8486,18.3564
Bulgaria,1999,357.2245395833107,0.026451719563385337,0.07244616234124793,Sofia,42.6975,23.3242
Croatia,1999,1041.757821492367,0.044163769332214366,0.07503238326534038,Zagreb,45.8144,15.978
Estonia,1999,73.80054132478527,0.012871133644756637,0.0314968152866242,Tallinn,59.437,24.7535
Hungary,1999,702.9424911236117,0.014336125996917604,0.029220699543897662,Budapest,47.498,19.0399
Kosovo,1999,,,,,,
Latvia,1999,56.56862639124591,0.007509408284136878,0.019107505070993916,Riga,56.946,24.1059
Lithuania,1999,106.45,0.009701024918281941,0.02458046719005243,Vilnius,54.6892,25.2798
North Macedonia,1999,66.23692044891374,0.01713820605862185,0.05165702694553329,,,
Montenegro,1999,,,,Podgorica,42.4411,19.2636
Poland,1999,3226.555351376695,0.019011357712238615,0.04501229036920339,Warszawa (Warsaw),52.2298,21.0118
Romania,1999,955.3375769591986,0.02640259267403757,0.07567288319470993,Bucuresti (Bucharest),44.4328,26.1043
Serbia,1999,737.4694507567636,0.040059474345167344,,Beograd (Belgrade),44.8176,20.4633
Slovakia,1999,327.1691709335101,0.015738265497391553,0.032764405543398975,Bratislava,48.1482,17.1067
Slovenia,1999,274.8418278491092,0.012113024682749966,0.025737037037037037,Ljubljana,46.0511,14.5051
Belarus,1999,165.90384885376764,0.013667607383858879,,Minsk,53.9,27.5667
Moldova,1999,5.990984994009015,0.005112991429490144,0.015486725663716816,,,
Russia,1999,6469.035211353417,0.030732879223510798,0.08988588391990428,,,
Ukraine,1999,941.7882840569043,0.028835276394687304,0.1115540133635399,Kyiv (Kiev),50.4454,30.5186
Austria,1999,2124.379545868593,0.009802461233822128,0.019444742410797,Wien (Vienna),48.2064,16.3707
Belgium,1999,3598.4475196217454,0.013858355592209189,0.027604243286094902,Bruxelles-Brussel,50.8467,4.3499
Cyprus,1999,289.9703669688179,0.02733850969551608,0.08053892215568863,Lefkosia (Nicosia),35.1595,33.3669
Denmark,1999,2784.881254085295,0.015648547225540283,0.028695413283075497,København (Copenhagen),55.6759,12.5655
Finland,1999,1653.9051188597812,0.012231037715780433,0.024505517056307127,Helsinki,60.1692,24.9402
France,1999,32672.7142848488,0.021778429702217415,0.04159166822546884,Paris,48.8534,2.3488
Germany,1999,30690.158425581343,0.013950743545643398,0.029012074846591705,Berlin,52.5244,13.4105
Greece,1999,5012.285642298285,0.03360469944652724,0.07280976210141055,Athínai (Athens),37.9534,23.749
Iceland,1999,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,1999,741.5086077856274,0.007506764986592983,0.02307309796121333,Dublin,53.3331,-6.2489
Italy,1999,21016.45690993334,0.016832997980888154,0.03555414674325428,Roma (Rome),41.8947,12.4811
Luxembourg,1999,127.0528719601213,0.005714019258980798,0.014451679114070862,Luxembourg,49.6117,6.13
Malta,1999,27.986620662638806,0.006836546724990476,,Valletta,35.8997,14.5147
Netherlands,1999,7026.433290327254,0.015898254258288776,0.03606102028541747,Amsterdam,52.374,4.8897
Norway,1999,3309.198286484331,0.020391055714536283,0.04388405047966564,Oslo,59.9127,10.7461
Portugal,1999,1817.4056212408002,0.014258424848435609,0.03354240293466757,Lisboa (Lisbon),38.7169,-9.1399
Spain,1999,11113.722490403536,0.017552345890065216,0.04385787741064784,Madrid,40.4165,-3.7026
Sweden,1999,5080.829731689103,0.018659494451267293,0.03358722437353986,Stockholm,59.3326,18.0649
Switzerland,1999,3146.82288719502,0.010862122054680571,0.03181279780332194,Bern,46.9481,7.4474
United Kingdom,1999,40760.40066656556,0.024229095933237455,0.07125089714590706,London,51.5085,-0.1257
Albania,2000,45.36250339227188,0.01246360241892158,0.038438406566192594,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2000,,,,Sarajevo,43.8486,18.3564
Bulgaria,2000,351.3432048528692,0.026524557615890273,0.07143541128028345,Sofia,42.6975,23.3242
Croatia,2000,667.820477128836,0.03020986602648493,0.05543803792547906,Zagreb,45.8144,15.978
Estonia,2000,78.31330855978386,0.013763271152776783,0.037847593582887695,Tallinn,59.437,24.7535
Hungary,2000,715.8576648155959,0.015131002270099777,0.03202008705659313,Budapest,47.498,19.0399
Kosovo,2000,,,,,,
Latvia,2000,69.9906833593674,0.008817150116068147,0.024345022168480453,Riga,56.946,24.1059
Lithuania,2000,140.4,0.012166999904796257,0.03392087641494026,Vilnius,54.6892,25.2798
North Macedonia,2000,69.82894790748347,0.018508214595570033,0.05779374089516251,,,
Montenegro,2000,,,,Podgorica,42.4411,19.2636
Poland,2000,3146.106712501179,0.018303365853136144,0.04244226471318599,Warszawa (Warsaw),52.2298,21.0118
Romania,2000,935.5696103405547,0.024989141842601627,0.07167813658020117,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2000,337.0806083662229,0.05153943190145599,0.16431928505830512,Beograd (Belgrade),44.8176,20.4633
Slovakia,2000,342.32276894685526,0.016553123819074957,0.03130835527890831,Bratislava,48.1482,17.1067
Slovenia,2000,222.39155680547438,0.01093166275436337,0.02305623744699844,Ljubljana,46.0511,14.5051
Belarus,2000,140.32620473339037,0.013469841507576465,,Minsk,53.9,27.5667
Moldova,2000,5.090797960463881,0.003872824992728511,0.011382844812084156,,,
Russia,2000,9228.204143736757,0.033070298366754146,0.108196133679007,,,
Ukraine,2000,1136.7166461712097,0.035110828488372096,0.09913751643207541,Kyiv (Kiev),50.4454,30.5186
Austria,2000,1925.5573981942143,0.009803185800859303,0.019315902810510068,Wien (Vienna),48.2064,16.3707
Belgium,2000,3190.8052330937903,0.013412102764288095,0.027346303870631524,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2000,281.16037425360855,0.028220901513395395,0.08070175438596491,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2000,2392.5108311868903,0.014574440505474365,0.027662432217099815,København (Copenhagen),55.6759,12.5655
Finland,2000,1558.1352496775385,0.012411475036877756,0.026423348540716204,Helsinki,60.1692,24.9402
France,2000,28403.13894870589,0.020850182448033338,0.04036642475730779,Paris,48.8534,2.3488
Germany,2000,26497.59316438875,0.013588830331790305,0.028553474927403868,Berlin,52.5244,13.4105
Greece,2000,4564.522446239066,0.03465355320088805,0.0746430804422417,Athínai (Athens),37.9534,23.749
Iceland,2000,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2000,694.6747742767644,0.0069569774211354725,0.022734810794512287,Dublin,53.3331,-6.2489
Italy,2000,19878.72093237516,0.017410595043212258,0.03734576042066929,Roma (Rome),41.8947,12.4811
Luxembourg,2000,115.69872711955429,0.0054411854308621995,0.01438645874848943,Luxembourg,49.6117,6.13
Malta,2000,25.353948051693564,0.006255173486788252,0.01463631221719457,Valletta,35.8997,14.5147
Netherlands,2000,5971.807628524047,0.014340043406407424,0.03384221792930611,Amsterdam,52.374,4.8897
Norway,2000,2922.343509993365,0.01705831873231796,0.04124329567957157,Oslo,59.9127,10.7461
Portugal,2000,1664.6742428991804,0.01406467963130698,0.032842035466823655,Lisboa (Lisbon),38.7169,-9.1399
Spain,2000,10273.779251888705,0.017255179883945843,0.04401431994095195,Madrid,40.4165,-3.7026
Sweden,2000,4764.337105336686,0.018230674073869895,0.03472795691225725,Stockholm,59.3326,18.0649
Switzerland,2000,2800.146846356079,0.010292801174595766,0.03111081872306832,Bern,46.9481,7.4474
United Kingdom,2000,39343.71127257817,0.023727966452318974,0.069648505395956,London,51.5085,-0.1257
Albania,2001,53.23204516151514,0.013092913747559436,0.041474128896683914,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2001,,,,Sarajevo,43.8486,18.3564
Bulgaria,2001,406.0035428043081,0.028625195438763903,0.07847474121914536,Sofia,42.6975,23.3242
Croatia,2001,623.6075293667859,0.027046085536651575,0.05396791219257159,Zagreb,45.8144,15.978
Estonia,2001,93.81853990421199,0.015022144619275642,0.04289807613589849,Tallinn,59.437,24.7535
Hungary,2001,845.0556738455094,0.015701270901465673,0.033272633568115446,Budapest,47.498,19.0399
Kosovo,2001,,,,,,
Latvia,2001,86.9667410976613,0.010415387642765877,0.030316035895435037,Riga,56.946,24.1059
Lithuania,2001,166.875,0.013619436375337938,0.03887419311734711,Vilnius,54.6892,25.2798
North Macedonia,2001,226.30300233255093,0.06100395627661584,0.16327850772542654,,,
Montenegro,2001,,,,Podgorica,42.4411,19.2636
Poland,2001,3630.645594665234,0.019056380012179876,0.04241067607128794,Warszawa (Warsaw),52.2298,21.0118
Romania,2001,985.6576556736221,0.024207451879195995,0.07357443748073564,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2001,494.0692264812736,0.04027571197919795,0.11912354473618783,Beograd (Belgrade),44.8176,20.4633
Slovakia,2001,393.9965983215895,0.018431609896200657,0.04061657032755299,Bratislava,48.1482,17.1067
Slovenia,2001,271.48879038865914,0.01300482473729809,0.026697408018638968,Ljubljana,46.0511,14.5051
Belarus,2001,177.69784172661872,0.014382907469224363,0.3280212483399734,Minsk,53.9,27.5667
Moldova,2001,5.96186582304063,0.004025923165964982,0.013642831732479545,,,
Russia,2001,11683.151344772614,0.035463192290881844,0.11302519336137018,,,
Ukraine,2001,1088.575172742435,0.027692671954540074,0.07839037010227745,Kyiv (Kiev),50.4454,30.5186
Austria,2001,1788.7983105296598,0.009082400407095086,0.017650434859388105,Wien (Vienna),48.2064,16.3707
Belgium,2001,3036.0354717183736,0.012765041664722762,0.025993089552353153,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2001,327.62716029158815,0.031532221594789404,0.08827856792545365,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2001,2525.225824900695,0.015323807204529845,0.029001806317003807,København (Copenhagen),55.6759,12.5655
Finland,2001,1479.270879007794,0.011445128325844486,0.02472701708199958,Helsinki,60.1692,24.9402
France,2001,27951.56638441603,0.020306952899654635,0.03926453519755831,Paris,48.8534,2.3488
Germany,2001,25815.401959228337,0.01323438302794103,0.028004902094334025,Berlin,52.5244,13.4105
Greece,2001,4428.103551646071,0.032514128562281676,0.07070426358804366,Athínai (Athens),37.9534,23.749
Iceland,2001,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2001,767.7783643994237,0.007035171562693638,0.02184317718940937,Dublin,53.3331,-6.2489
Italy,2001,19519.381482044904,0.016793647376814453,0.035332188696604316,Roma (Rome),41.8947,12.4811
Luxembourg,2001,144.7122216303602,0.006802870797612371,0.017755528633524798,Luxembourg,49.6117,6.13
Malta,2001,27.119323113904972,0.00666917449365587,0.01500263852242744,Valletta,35.8997,14.5147
Netherlands,2001,6200.391942801407,0.014379068691232897,0.03337025621267579,Amsterdam,52.374,4.8897
Norway,2001,2965.9739869768064,0.017045414598759415,0.03939465559773698,Oslo,59.9127,10.7461
Portugal,2001,1755.7183947868862,0.014445031717197148,0.03275021888795162,Lisboa (Lisbon),38.7169,-9.1399
Spain,2001,10222.074075399772,0.01629584032936135,0.0424224767337359,Madrid,40.4165,-3.7026
Sweden,2001,4283.625872534877,0.01777298254394742,0.034206152252398515,Stockholm,59.3326,18.0649
Switzerland,2001,2763.655325250945,0.009918800801383885,0.03050818631972108,Bern,46.9481,7.4474
United Kingdom,2001,39512.579943649725,0.024111221013072146,0.0692207292408158,London,51.5085,-0.1257
Albania,2002,58.649352502586424,0.013200344943320416,0.04269752801051336,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2002,241.02551764292622,0.03904372905136799,0.07552653799758746,Sarajevo,43.8486,18.3564
Bulgaria,2002,455.9504665427689,0.027796765548401128,0.07925349401623566,Sofia,42.6975,23.3242
Croatia,2002,721.3910267159096,0.027098436114356497,0.05409796283696731,Zagreb,45.8144,15.978
Estonia,2002,122.06953065395737,0.016671295009216294,0.04618674269422666,Tallinn,59.437,24.7535
Hungary,2002,1079.1548236243004,0.0159377380209258,0.03130353404863914,Budapest,47.498,19.0399
Kosovo,2002,,,,,,
Latvia,2002,147.22484018430958,0.015422082755253334,0.045012165450121655,Riga,56.946,24.1059
Lithuania,2002,181.48144119054868,0.01271288746315949,0.03833070971218962,Vilnius,54.6892,25.2798
North Macedonia,2002,106.30957671974116,0.026455975187612796,0.06927033759290387,,,
Montenegro,2002,,,,Podgorica,42.4411,19.2636
Poland,2002,3776.173214412639,0.019006386493251436,0.04195847426700872,Warszawa (Warsaw),52.2298,21.0118
Romania,2002,1056.1360624890335,0.022872960754766428,0.07146278555637435,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2002,678.5116998430082,0.042099541062492404,0.09812948735511894,Beograd (Belgrade),44.8176,20.4633
Slovakia,2002,440.05928604185914,0.017760268404571032,0.03902740937223696,Bratislava,48.1482,17.1067
Slovenia,2002,326.9595228120574,0.013876185755663911,0.02945367957588283,Ljubljana,46.0511,14.5051
Belarus,2002,204.3642373752038,0.014002458005251153,0.30938292476754015,Minsk,53.9,27.5667
Moldova,2002,6.978372204413986,0.00419846587081724,0.013657340640323045,,,
Russia,2002,13943.825063400162,0.037562773910801754,0.11138495409477651,,,
Ukraine,2002,1176.3557377849368,0.026761995062740778,0.07334402397200145,Kyiv (Kiev),50.4454,30.5186
Austria,2002,1881.7467413298198,0.0088352783657309,0.016819344201618465,Wien (Vienna),48.2064,16.3707
Belgium,2002,3147.146016658039,0.012157122077646347,0.02452260127306327,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2002,242.48349099552414,0.021301607353617965,0.05691788526434195,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2002,2694.0824932138103,0.015081498520497125,0.02834105742298785,København (Copenhagen),55.6759,12.5655
Finland,2002,1611.406522046021,0.011546372286548564,0.024305831582533643,Helsinki,60.1692,24.9402
France,2002,30578.398932821656,0.020462579903799245,0.03875838638058262,Paris,48.8534,2.3488
Germany,2002,27611.35567243826,0.013279581209234314,0.027881100829396713,Berlin,52.5244,13.4105
Greece,2002,4734.177215189873,0.030773745753062052,0.06719609938551964,Athínai (Athens),37.9534,23.749
Iceland,2002,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2002,811.2559408968989,0.0063401372038608145,0.019277216208963235,Dublin,53.3331,-6.2489
Italy,2002,21610.059761893554,0.017061872461628977,0.03641442160084241,Roma (Rome),41.8947,12.4811
Luxembourg,2002,138.59316949104704,0.0058682553563861335,0.014098819745592343,Luxembourg,49.6117,6.13
Malta,2002,28.40369079676857,0.006358460672955311,0.01462283384301733,Valletta,35.8997,14.5147
Netherlands,2002,6728.153969224976,0.014265560116295544,0.03266158323472572,Amsterdam,52.374,4.8897
Norway,2002,4065.868548482047,0.02080591931320789,0.04496967480418152,Oslo,59.9127,10.7461
Portugal,2002,1965.2277622059937,0.01464020232409656,0.03315422826368986,Lisboa (Lisbon),38.7169,-9.1399
Spain,2002,10270.839019340263,0.014559737016244367,0.037683067052937246,Madrid,40.4165,-3.7026
Sweden,2002,4354.573015429613,0.01641154540472084,0.030986275742118416,Stockholm,59.3326,18.0649
Switzerland,2002,2882.6967618583226,0.009563883497649465,0.027321042006178096,Bern,46.9481,7.4474
United Kingdom,2002,44245.26599830941,0.024856596747070525,0.06917351833801966,London,51.5085,-0.1257
Albania,2003,76.14288176066567,0.013368429241980239,0.0461292952593064,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2003,202.2828388913574,0.024166976904515684,0.05033630097645032,Sarajevo,43.8486,18.3564
Bulgaria,2003,569.0540774513764,0.02691201471612287,0.07524994276119973,Sofia,42.6975,23.3242
Croatia,2003,712.4964033255708,0.020277010435850215,0.04146443600815559,Zagreb,45.8144,15.978
Estonia,2003,171.4119238560682,0.017430492952597937,0.049543080939947776,Tallinn,59.437,24.7535
Hungary,2003,1401.561253104005,0.01642621594386893,0.03345542929749771,Budapest,47.498,19.0399
Kosovo,2003,,,,,,
Latvia,2003,189.14425139214106,0.016100242749368734,0.048856416772554,Riga,56.946,24.1059
Lithuania,2003,210.82241323545267,0.011212284980651148,0.03496572459514969,Vilnius,54.6892,25.2798
North Macedonia,2003,115.8272017201039,0.02341701158672484,0.06504771061419017,,,
Montenegro,2003,,,,Podgorica,42.4411,19.2636
Poland,2003,4150.261758565008,0.019080420365751305,0.04176821457683698,Warszawa (Warsaw),52.2298,21.0118
Romania,2003,1250.3275592543398,0.020884871335487682,0.06798395021290535,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2003,730.5671229165725,0.03447908471020194,0.08228883046975245,Beograd (Belgrade),44.8176,20.4633
Slovakia,2003,624.5084545812033,0.018411110756344273,0.045513164965072544,Bratislava,48.1482,17.1067
Slovenia,2003,416.9067536765131,0.014037983371061507,0.02983275376718,Ljubljana,46.0511,14.5051
Belarus,2003,231.56386043768006,0.012990639000233858,0.2885783718104496,Minsk,53.9,27.5667
Moldova,2003,8.246742536698004,0.004163812644651757,0.01242840159948125,,,
Russia,2003,16973.73908510361,0.03670838089601037,0.11292254536232418,,,
Ukraine,2003,1427.9847506605481,0.027455787708892936,0.07331208903351273,Kyiv (Kiev),50.4454,30.5186
Austria,2003,2381.9627689230883,0.009136403187892588,0.018231843744330893,Wien (Vienna),48.2064,16.3707
Belgium,2003,3875.6977723202494,0.01214988156165251,0.023922811661848203,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2003,288.42760580203236,0.019851631243571574,0.04915188897455667,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2003,3199.158427790099,0.014668512497990257,0.027346547911930492,København (Copenhagen),55.6759,12.5655
Finland,2003,2475.0597431078863,0.014468572626492574,0.029936346794414755,Helsinki,60.1692,24.9402
France,2003,38569.11581293607,0.02095680412800598,0.039340352495555245,Paris,48.8534,2.3488
Germany,2003,32997.36301712959,0.0131692486502826,0.02736809220758546,Berlin,52.5244,13.4105
Greece,2003,5035.585541864082,0.024938947524985784,0.053526483114390254,Athínai (Athens),37.9534,23.749
Iceland,2003,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2003,965.1999810391023,0.005875409359368219,0.01798452220726783,Dublin,53.3331,-6.2489
Italy,2003,26824.21329204071,0.017089955372422822,0.03612366040012828,Roma (Rome),41.8947,12.4811
Luxembourg,2003,179.45926235985343,0.0060717994174289,0.013989706850761074,Luxembourg,49.6117,6.13
Malta,2003,34.125502004604385,0.006301229087566659,0.013844413665743306,Valletta,35.8997,14.5147
Netherlands,2003,8356.338470081284,0.01443809598096761,0.0323025374332484,Amsterdam,52.374,4.8897
Norway,2003,4517.514992471986,0.01974854486843462,0.04133657288341497,Oslo,59.9127,10.7461
Portugal,2003,2363.3404587182886,0.014326934081194731,0.03162759787336878,Lisboa (Lisbon),38.7169,-9.1399
Spain,2003,12880.532801224332,0.014225443930068079,0.037069389452075704,Madrid,40.4165,-3.7026
Sweden,2003,5305.640404140336,0.015967899694360785,0.03004790519813422,Stockholm,59.3326,18.0649
Switzerland,2003,3270.337504177032,0.009266304194008555,0.02717512032580526,Bern,46.9481,7.4474
United Kingdom,2003,52343.12227706736,0.02552062015182441,0.06865611181438538,London,51.5085,-0.1257
Albania,2004,100.9223584354933,0.013811579421108836,0.0466321103763279,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2004,200.10030727037255,0.01889602808115598,0.04320630568882796,Sarajevo,43.8486,18.3564
Bulgaria,2004,620.9090158782561,0.02373711681940498,0.06858345021037868,Sofia,42.6975,23.3242
Croatia,2004,726.8100823241949,0.017418659209933882,0.03560723900182647,Zagreb,45.8144,15.978
Estonia,2004,204.96818024280657,0.01699689224701697,0.04954954954954955,Tallinn,59.437,24.7535
Hungary,2004,1532.6122340268118,0.014727238188909576,0.030211527654353157,Budapest,47.498,19.0399
Kosovo,2004,,,,,,
Latvia,2004,229.35332250095294,0.015956582167075822,0.04766153014328196,Riga,56.946,24.1059
Lithuania,2004,270.84179976192104,0.011959432818627463,0.03602788833155294,Vilnius,54.6892,25.2798
North Macedonia,2004,135.25629479112484,0.02380104071303915,0.06976355759695183,,,
Montenegro,2004,,,,Podgorica,42.4411,19.2636
Poland,2004,4778.627749040365,0.018732410064926017,0.043104957742171754,Warszawa (Warsaw),52.2298,21.0118
Romania,2004,1530.183903960584,0.020076575613191847,0.06064433083583286,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2004,739.1720650755207,0.0297316156374027,0.07282522849698263,Beograd (Belgrade),44.8176,20.4633
Slovakia,2004,711.2904280257394,0.01652006017067504,0.043495145631067954,Bratislava,48.1482,17.1067
Slovenia,2004,493.1538929137311,0.014306519446502406,0.03073280546498991,Ljubljana,46.0511,14.5051
Belarus,2004,314.3140177571218,0.013582223138283275,0.2984615384615385,Minsk,53.9,27.5667
Moldova,2004,9.378005953105104,0.003609790365361247,0.010370224215246636,,,
Russia,2004,20955.41357062786,0.03300353646604828,0.11170387335603907,,,
Ukraine,2004,1685.0341594005092,0.025068243349070325,0.0625353213281517,Kyiv (Kiev),50.4454,30.5186
Austria,2004,2679.282064653915,0.008934804662429349,0.01657907677177454,Wien (Vienna),48.2064,16.3707
Belgium,2004,4262.663512817169,0.011492721388044892,0.023451375795830256,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2004,338.47456632165574,0.019557691617927,0.05061636159880463,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2004,3578.8324603659453,0.014237042339281315,0.02686367446353464,København (Copenhagen),55.6759,12.5655
Finland,2004,2892.9381239924955,0.014701635645735445,0.030456627784114825,Helsinki,60.1692,24.9402
France,2004,44524.57961259987,0.021043508352724644,0.03971608163693358,Paris,48.8534,2.3488
Germany,2004,35776.57389410792,0.012689573964039875,0.02721641345672232,Berlin,52.5244,13.4105
Greece,2004,6267.4687874442025,0.026056725297120862,0.054724242982750956,Athínai (Athens),37.9534,23.749
Iceland,2004,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2004,1101.8606470358159,0.0056832229211007225,0.01730263029617642,Dublin,53.3331,-6.2489
Italy,2004,30261.076654684523,0.016826732696167888,0.03579569415517844,Roma (Rome),41.8947,12.4811
Luxembourg,2004,212.0179594206214,0.006112354708795845,0.013868733259323324,Luxembourg,49.6117,6.13
Malta,2004,40.52646918882293,0.006705300171598991,0.015817695673310646,Valletta,35.8997,14.5147
Netherlands,2004,9377.11472437963,0.014268278397690475,0.032687405047676345,Amsterdam,52.374,4.8897
Norway,2004,4887.380337436191,0.018487851441738156,0.041172963941006877,Oslo,59.9127,10.7461
Portugal,2004,2847.1562583424907,0.015048739869188976,0.03272815506265879,Lisboa (Lisbon),38.7169,-9.1399
Spain,2004,15262.45863676718,0.01430221179679255,0.036844637349263964,Madrid,40.4165,-3.7026
Sweden,2004,5514.710384833627,0.014412833599289299,0.027815755878598195,Stockholm,59.3326,18.0649
Switzerland,2004,3503.819863289103,0.008889250746069317,0.02627468717020956,Bern,46.9481,7.4474
United Kingdom,2004,60250.78254470321,0.024978213675162567,0.06563766674365669,London,51.5085,-0.1257
Albania,2005,110.14085268593365,0.0135000497056322,0.047343752017526115,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2005,173.3048476524747,0.015442196576407797,0.03467684478371501,Sarajevo,43.8486,18.3564
Bulgaria,2005,667.6703957106465,0.022353502672636676,0.0656792900887389,Sofia,42.6975,23.3242
Croatia,2005,784.7273184548906,0.017456369924878284,0.03826884173181798,Zagreb,45.8144,15.978
Estonia,2005,204.51702102326723,0.01450919932179897,0.04300209638561665,Tallinn,59.437,24.7535
Hungary,2005,1596.0878431529738,0.014098361555401322,0.02858624817607331,Budapest,47.498,19.0399
