Country,Year,military_expenditures_usd,military_expenditures_pct_gdp,military_expenditures_pct_govt,Capital City,Latitude,Longitude
Kosovo,2005,,,,,,
Latvia,2005,272.5511157794651,0.01610621926580351,0.046675191815856776,Riga,56.946,24.1059
Lithuania,2005,303.81900635179267,0.011634540076134504,0.03477090478944048,Vilnius,54.6892,25.2798
North Macedonia,2005,127.00365435225034,0.02029263305774435,0.06245656924473891,,,
Montenegro,2005,60.811819131472916,0.026943633258030744,0.07056277056277058,Podgorica,42.4411,19.2636
Poland,2005,5896.4048611025255,0.01926129869920078,0.04353949380377479,Warszawa (Warsaw),52.2298,21.0118
Romania,2005,1975.975151442349,0.02006993609119928,0.06213360673429743,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2005,629.5009428334167,0.022739435740813507,0.05711060825291833,Beograd (Belgrade),44.8176,20.4633
Slovakia,2005,823.3134554495834,0.01679090523598937,0.04226665337056243,Bratislava,48.1482,17.1067
Slovenia,2005,514.1727994667635,0.014201971624414049,0.030611534759754203,Ljubljana,46.0511,14.5051
Belarus,2005,452.68406830654374,0.014984531353018653,0.32210109018830524,Minsk,53.9,27.5667
Moldova,2005,11.960379694593477,0.004002351012048007,0.01078248425872925,,,
Russia,2005,27336.9772736915,0.03331237234416593,0.11336309589262021,,,
Ukraine,2005,2405.4925820482254,0.027924893306633565,0.06332446371332293,Kyiv (Kiev),50.4454,30.5186
Austria,2005,2686.1662438442027,0.00850142574026263,0.016619219819958453,Wien (Vienna),48.2064,16.3707
Belgium,2005,4228.224643088097,0.010966411815857174,0.021145330613463357,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2005,380.87502884939164,0.020374697432369835,0.05133435322114568,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2005,3468.4529199204258,0.0131148849991359,0.025594266884217932,København (Copenhagen),55.6759,12.5655
Finland,2005,2999.3910488025917,0.014645177398113633,0.02977544171950248,Helsinki,60.1692,24.9402
France,2005,44442.050523139165,0.02023706918926367,0.03797244533038366,Paris,48.8534,2.3488
Germany,2005,30324.96517932647,0.010656297005213455,0.02275964476717596,Berlin,52.5244,13.4105
Greece,2005,7028.428592747352,0.02836596277111888,0.06225847672343519,Athínai (Athens),37.9534,23.749
Iceland,2005,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2005,1144.9783614385913,0.0054061269881730155,0.01637149258508482,Dublin,53.3331,-6.2489
Italy,2005,29737.642391682835,0.01600968763992707,0.033888825430118195,Roma (Rome),41.8947,12.4811
Luxembourg,2005,220.21089670079115,0.005847761570744102,0.013459713154077239,Luxembourg,49.6117,6.13
Malta,2005,52.49896331758239,0.008196049680474875,0.019468462246777164,Valletta,35.8997,14.5147
Netherlands,2005,9566.98005272845,0.013964852790883001,0.03279296483697297,Amsterdam,52.374,4.8897
Norway,2005,4884.904928211099,0.015758846731432616,0.03771647032034612,Oslo,59.9127,10.7461
Portugal,2005,3142.5657862010644,0.01593791803134433,0.03409934284210669,Lisboa (Lisbon),38.7169,-9.1399
Spain,2005,15997.72422026563,0.013871777535512211,0.03604830506337272,Madrid,40.4165,-3.7026
Sweden,2005,5518.466925997145,0.014069875148622438,0.027422583069015277,Stockholm,59.3326,18.0649
Switzerland,2005,3484.636759344031,0.008330640365277803,0.025728906625237927,Bern,46.9481,7.4474
United Kingdom,2005,61653.635038461965,0.02422716075733884,0.06313960228186366,London,51.5085,-0.1257
Albania,2006,140.98390065991597,0.01567769088730675,0.0542898862467715,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2006,178.3755700513768,0.013865334685563868,0.03134580703336339,Sarajevo,43.8486,18.3564
Bulgaria,2006,715.7195354236277,0.02081761907771381,0.06405326292831316,Sofia,42.6975,23.3242
Croatia,2006,825.6410920829061,0.016701353595160867,0.037158557237130754,Zagreb,45.8144,15.978
Estonia,2006,236.32444919018945,0.013875620658764696,0.04149819824230374,Tallinn,59.437,24.7535
Hungary,2006,1410.0717714720283,0.012185665067282296,0.023727068925389682,Budapest,47.498,19.0399
Kosovo,2006,,,,,,
Latvia,2006,367.82549044443806,0.017052346401120605,0.050638812154696136,Riga,56.946,24.1059
Lithuania,2006,351.60578876038693,0.011651848132254592,0.0345026827449192,Vilnius,54.6892,25.2798
North Macedonia,2006,126.00887672176026,0.018365376873582476,0.058390003513203004,,,
Montenegro,2006,62.34781550566336,0.022907131630738882,0.05384615384615384,Podgorica,42.4411,19.2636
Poland,2006,6619.413758878047,0.01920750380342444,0.04321003496165157,Warszawa (Warsaw),52.2298,21.0118
Romania,2006,2251.493424659485,0.018451254600122653,0.05449719948298147,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2006,705.0627142725234,0.02170621199056878,0.05124497070370639,Beograd (Belgrade),44.8176,20.4633
Slovakia,2006,911.3706267600489,0.015939980225837085,0.041060329067641683,Bratislava,48.1482,17.1067
Slovenia,2006,608.8337533729663,0.015421822129260299,0.033865745586490824,Ljubljana,46.0511,14.5051
Belarus,2006,631.831238109449,0.017094124919575612,0.3502196950116309,Minsk,53.9,27.5667
Moldova,2006,16.449497757232827,0.004826344763771204,0.011976711948988078,,,
Russia,2006,34517.78161891802,0.03246357234058381,0.11206534029513221,,,
Ukraine,2006,2986.475247524753,0.027715918133319122,0.06215361917478529,Kyiv (Kiev),50.4454,30.5186
Austria,2006,2640.1853624390164,0.007858132444591971,0.01559829534926811,Wien (Vienna),48.2064,16.3707
Belgium,2006,4307.895340974808,0.010561230687848587,0.02164663166056266,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2006,387.7036719618826,0.018999978625024047,0.04856230031948881,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2006,3896.7306676890685,0.013774920136359142,0.0276439698138777,København (Copenhagen),55.6759,12.5655
Finland,2006,3128.5174744456294,0.01442401862436632,0.029887103149420127,Helsinki,60.1692,24.9402
France,2006,45792.14841552436,0.019750982998737388,0.037353601972220776,Paris,48.8534,2.3488
Germany,2006,35883.657972679866,0.011993029583913328,0.02651249884141255,Berlin,52.5244,13.4105
Greece,2006,7607.186181616552,0.027834188702649806,0.06169372888943149,Athínai (Athens),37.9534,23.749
Iceland,2006,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2006,1190.3791173707034,0.005131512438868203,0.015289302805214056,Dublin,53.3331,-6.2489
Italy,2006,29633.02226331352,0.015213433256468723,0.03183152469056779,Roma (Rome),41.8947,12.4811
Luxembourg,2006,223.2722130269358,0.005207877126848103,0.013216948994839196,Luxembourg,49.6117,6.13
Malta,2006,44.43442583726032,0.006530517506940165,0.015475614035087721,Valletta,35.8997,14.5147
Netherlands,2006,10217.76574031445,0.013933890574907706,0.03211383556296796,Amsterdam,52.374,4.8897
Norway,2006,5011.748966605492,0.01444668027944092,0.03568850999193894,Oslo,59.9127,10.7461
Portugal,2006,3153.7707883548833,0.015120852329605783,0.033488743839083526,Lisboa (Lisbon),38.7169,-9.1399
Spain,2006,17252.217612693363,0.01370007461474782,0.03564408400656252,Madrid,40.4165,-3.7026
Sweden,2006,5577.203266357198,0.013182055234573312,0.0263075457585076,Stockholm,59.3326,18.0649
Switzerland,2006,3328.9733937344477,0.0075380847787492825,0.0246855169232407,Bern,46.9481,7.4474
United Kingdom,2006,64217.61952832726,0.023696744028424057,0.0618318869012024,London,51.5085,-0.1257
Albania,2007,194.84030924084274,0.018207653435572044,0.06226081056726987,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2007,195.04968509447167,0.012361528958395632,0.027344844501128226,Sarajevo,43.8486,18.3564
Bulgaria,2007,990.1682936216367,0.022285399009753414,0.06729763150385237,Sofia,42.6975,23.3242
Croatia,2007,953.886579582177,0.016168093255825407,0.035209951638514835,Zagreb,45.8144,15.978
Estonia,2007,371.974547445358,0.016573202363967424,0.049127531609069214,Tallinn,59.437,24.7535
Hungary,2007,1776.4641172818663,0.01267214251256842,0.025414835117746327,Budapest,47.498,19.0399
Kosovo,2007,,,,,,
Latvia,2007,481.4926271441468,0.015503987960448622,0.047071409467772135,Riga,56.946,24.1059
Lithuania,2007,442.00449334913014,0.01113607567272581,0.032294195389499444,Vilnius,54.6892,25.2798
North Macedonia,2007,162.56723705449164,0.019500696947165306,0.06200786226538983,,,
Montenegro,2007,64.19047462628552,0.017440584873174597,0.03977947413061917,Podgorica,42.4411,19.2636
Poland,2007,8589.13636445745,0.020020328284104192,0.04666705925075327,Warszawa (Warsaw),52.2298,21.0118
Romania,2007,2607.689941556444,0.01493618259813278,0.04321161335045977,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2007,971.5705646368481,0.022505171700028907,0.05333355245858533,Beograd (Belgrade),44.8176,20.4633
Slovakia,2007,1139.1944877528663,0.014783889240077064,0.04063710344227338,Bratislava,48.1482,17.1067
Slovenia,2007,692.6549125558757,0.014429145423496334,0.03324006568144499,Ljubljana,46.0511,14.5051
Belarus,2007,746.9432639976143,0.01649765914374782,0.32449392712550607,Minsk,53.9,27.5667
Moldova,2007,22.718473793029595,0.005161935416589151,0.012085359975461198,,,
Russia,2007,43534.99499624719,0.03118542074775401,0.09787337260009597,,,
Ukraine,2007,4096.039603960397,0.028700028165848285,0.06548953307245166,Kyiv (Kiev),50.4454,30.5186
Austria,2007,3499.8179673107616,0.0090045717278703,0.018286421236305386,Wien (Vienna),48.2064,16.3707
Belgium,2007,5163.97997366685,0.010980187643927618,0.022610279796968915,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2007,405.176368466016,0.016845996583175052,0.04484645788993615,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2007,4175.6525892315885,0.013072468293924635,0.026360345023529606,København (Copenhagen),55.6759,12.5655
Finland,2007,3296.557750138623,0.012875205062466767,0.02758349016772542,Helsinki,60.1692,24.9402
France,2007,50684.467384422926,0.019075286335774922,0.0362884475897069,Paris,48.8534,2.3488
Germany,2007,40110.85927641322,0.011724717649176852,0.027016840746715832,Berlin,52.5244,13.4105
Greece,2007,8533.090258103191,0.026793059214126447,0.056922430793952226,Athínai (Athens),37.9534,23.749
Iceland,2007,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2007,1372.2253701559457,0.005087547941612214,0.014274730907227062,Dublin,53.3331,-6.2489
Italy,2007,31982.43179248821,0.014470525187699734,0.030930731547186494,Roma (Rome),41.8947,12.4811
Luxembourg,2007,258.43279719653026,0.005016240068364197,0.01341533371780309,Luxembourg,49.6117,6.13
Malta,2007,49.26337711565586,0.006176907215365899,0.015097509497678343,Valletta,35.8997,14.5147
Netherlands,2007,11480.3774235668,0.01354716798294491,0.031728139621970644,Amsterdam,52.374,4.8897
Norway,2007,5875.288100490134,0.0145917207799086,0.035607421943659234,Oslo,59.9127,10.7461
Portugal,2007,3309.436410370115,0.013779081019748415,0.030929813116389728,Lisboa (Lisbon),38.7169,-9.1399
Spain,2007,20065.66863480958,0.013631063122769144,0.03472430389101004,Madrid,40.4165,-3.7026
Sweden,2007,6386.221161542707,0.012999815075725587,0.02687960443146364,Stockholm,59.3326,18.0649
Switzerland,2007,3524.7465364845843,0.00718232323663411,0.02438068676205349,Bern,46.9481,7.4474
United Kingdom,2007,73448.03201416646,0.023746577712773772,0.06162525808781957,London,51.5085,-0.1257
Albania,2008,255.67795781850086,0.019848688566776514,0.06256197865017792,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2008,233.29239065308568,0.012206120604463005,0.025230196014903613,Sarajevo,43.8486,18.3564
Bulgaria,2008,1161.4514778030393,0.02131863982575327,0.06372850753005868,Sofia,42.6975,23.3242
Croatia,2008,1243.402599965793,0.01831721546467635,0.040200798954849536,Zagreb,45.8144,15.978
Estonia,2008,429.66269888880834,0.017671976129673975,0.04479469570283733,Tallinn,59.437,24.7535
Hungary,2008,1867.8774990849035,0.011797675620911368,0.02420279740811759,Budapest,47.498,19.0399
Kosovo,2008,0.9272347749661258,0.00016302794139235648,0.0006719745222929936,,,
Latvia,2008,581.7522729265941,0.016226413755856643,0.044638851502916105,Riga,56.946,24.1059
Lithuania,2008,541.3901946476149,0.011316085519120733,0.030518918716216575,Vilnius,54.6892,25.2798
North Macedonia,2008,172.65815891486756,0.017423408689423263,0.05160700772448848,,,
Montenegro,2008,85.1063829787234,0.018721824620649433,0.03663303909205549,Podgorica,42.4411,19.2636
Poland,2008,9349.421394298617,0.017521397106810905,0.03966639723453451,Warszawa (Warsaw),52.2298,21.0118
Romania,2008,3000.4049450942093,0.013999843655816059,0.039691818052907724,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2008,1111.6315378610461,0.021297981120665492,0.046937940441009324,Beograd (Belgrade),44.8176,20.4633
Slovakia,2008,1411.7102848947,0.01459385051587439,0.03944827586206896,Bratislava,48.1482,17.1067
Slovenia,2008,829.3844069286263,0.01492919141137461,0.03313630245215661,Ljubljana,46.0511,14.5051
Belarus,2008,883.0275229357798,0.014534928515734551,0.23428961748633884,Minsk,53.9,27.5667
Moldova,2008,36.84565050038491,0.006085356171256003,0.014664317720500938,,,
Russia,2008,56183.7853932539,0.031494860200222165,0.09863156325867783,,,
Ukraine,2008,4811.038840223116,0.02672922274633566,0.05635985543508479,Kyiv (Kiev),50.4454,30.5186
Austria,2008,3746.731607280184,0.008707051230705845,0.01745914731539501,Wien (Vienna),48.2064,16.3707
Belgium,2008,6295.821584209177,0.012219145165889537,0.02406508435097621,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2008,453.8030541619365,0.01629704944497447,0.04264280798348245,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2008,4788.030120848232,0.01355004590273723,0.026879263545618218,København (Copenhagen),55.6759,12.5655
Finland,2008,3958.1183341047195,0.013909394042853523,0.029055554245628286,Helsinki,60.1692,24.9402
France,2008,55365.96584483099,0.018970758958190708,0.03559471567434809,Paris,48.8534,2.3488
Germany,2008,45098.95631156846,0.012090340036677936,0.027353919007765164,Berlin,52.5244,13.4105
Greece,2008,10574.138499285897,0.029830523446713064,0.058669061532334754,Athínai (Athens),37.9534,23.749
Iceland,2008,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2008,1582.8908338521258,0.005769878202031917,0.01388410638571245,Dublin,53.3331,-6.2489
Italy,2008,36839.98974621891,0.01535674796525565,0.03210450731518016,Roma (Rome),41.8947,12.4811
Luxembourg,2008,213.86457684842713,0.0036491279496482327,0.009621721365493609,Luxembourg,49.6117,6.13
Malta,2008,56.03251913428791,0.006163691989291029,0.014639112131649446,Valletta,35.8997,14.5147
Netherlands,2008,12374.848939832278,0.013053192376985096,0.030034450026130824,Amsterdam,52.374,4.8897
Norway,2008,6370.921985815603,0.01370333716608794,0.03446648505544258,Oslo,59.9127,10.7461
Portugal,2008,3714.798403339803,0.014159467462428738,0.031229219515799326,Lisboa (Lisbon),38.7169,-9.1399
Spain,2008,22227.721829567512,0.013676204845066564,0.033000328387227267,Madrid,40.4165,-3.7026
Sweden,2008,6024.791006053618,0.011637472367963336,0.023747869509314356,Stockholm,59.3326,18.0649
Switzerland,2008,4098.459038491723,0.007224844122651889,0.024124606664021782,Bern,46.9481,7.4474
United Kingdom,2008,72915.40766974038,0.02487150084840196,0.06088205588263971,London,51.5085,-0.1257
Albania,2009,182.7368624977758,0.015172171395597024,0.04642727214363671,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2009,242.4713578475591,0.013765862115129939,0.028108110333470566,Sarajevo,43.8486,18.3564
Bulgaria,2009,904.9612921112683,0.01739511500623826,0.051509266003075184,Sofia,42.6975,23.3242
Croatia,2009,1100.0105478921544,0.017898150509247455,0.035583287324240875,Zagreb,45.8144,15.978
Estonia,2009,353.36657657455044,0.017990597956807224,0.0392346509074744,Tallinn,59.437,24.7535
Hungary,2009,1475.8181692382204,0.011259851521690014,0.022270698392455615,Budapest,47.498,19.0399
Kosovo,2009,27.227085628393972,0.004815972705135356,0.017931589204025617,,,
Latvia,2009,363.8092510700886,0.013773678411082775,0.03248510427010924,Riga,56.946,24.1059
Lithuania,2009,404.8260286711513,0.010828037827998807,0.024771786224332824,Vilnius,54.6892,25.2798
North Macedonia,2009,158.71666145131812,0.016881645622477622,0.05029966368679755,,,
Montenegro,2009,76.68338790541826,0.018437612729969136,0.03591411841249187,Podgorica,42.4411,19.2636
Poland,2009,7903.812008435519,0.01797416227838414,0.03993044030187872,Warszawa (Warsaw),52.2298,21.0118
Romania,2009,2225.1445399481195,0.012780696123372182,0.03519623201336224,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2009,974.2884792381245,0.021572764584745607,0.050430446837517816,Beograd (Belgrade),44.8176,20.4633
Slovakia,2009,1350.2944392041043,0.015164866673440932,0.03414959772336015,Bratislava,48.1482,17.1067
Slovenia,2009,798.868642190033,0.01586156824670176,0.03213343763969602,Ljubljana,46.0511,14.5051
Belarus,2009,675.4265050750971,0.01372576981451112,0.25677147134884987,Minsk,53.9,27.5667
Moldova,2009,24.90638726866854,0.0045788664907611895,0.010107762557077626,,,
Russia,2009,51532.11679751988,0.039240634030283446,0.1019201985999798,,,
Ukraine,2009,3452.51129473614,0.02840353870261298,0.060647487689838034,Kyiv (Kiev),50.4454,30.5186
Austria,2009,3334.754939618778,0.008333795646929243,0.01539275408784867,Wien (Vienna),48.2064,16.3707
Belgium,2009,5620.670062777577,0.011677684366564994,0.02135610755117337,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2009,471.3527810925438,0.01816819507790236,0.04337210788699987,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2009,4337.355690400998,0.013501786253164923,0.023881614895094265,København (Copenhagen),55.6759,12.5655
Finland,2009,3940.584835357924,0.015607423559335528,0.028855705417317416,Helsinki,60.1692,24.9402
France,2009,56441.455398190985,0.020981473345272877,0.03671183390096683,Paris,48.8534,2.3488
Germany,2009,44528.927835653056,0.013106040732214922,0.02719076812147432,Berlin,52.5244,13.4105
Greece,2009,10641.348182867652,0.032248411378296434,0.05962605764814858,Athínai (Athens),37.9534,23.749
Iceland,2009,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2009,1415.7253734494882,0.0060116902064184154,0.01282515951221354,Dublin,53.3331,-6.2489
Italy,2009,34054.4813243999,0.015542107022709504,0.030408584010419897,Roma (Rome),41.8947,12.4811
Luxembourg,2009,201.43281243271102,0.0037131175711560727,0.008696695255802795,Luxembourg,49.6117,6.13
Malta,2009,59.110111510426584,0.006797510221439284,0.016549980552314273,Valletta,35.8997,14.5147
Netherlands,2009,12131.812075688726,0.013976333217037267,0.029182079736950268,Amsterdam,52.374,4.8897
Norway,2009,6195.603602228254,0.015969097991894124,0.035024317448331045,Oslo,59.9127,10.7461
Portugal,2009,3738.31516038914,0.01534063766213653,0.030545182124655217,Lisboa (Lisbon),38.7169,-9.1399
Spain,2009,20178.274984961998,0.013583538369603944,0.02938210395363656,Madrid,40.4165,-3.7026
Sweden,2009,5062.962024191842,0.011598043438116084,0.022593490910363,Stockholm,59.3326,18.0649
Switzerland,2009,4055.5443233407464,0.0073179337674355,0.023061125307664573,Bern,46.9481,7.4474
United Kingdom,2009,64010.50666980102,0.02647724532597968,0.059495679213606115,London,51.5085,-0.1257
Albania,2010,185.89324199507388,0.015585918930234897,0.05303741524609514,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2010,219.9154895242223,0.012803414439816554,0.026300453514739225,Sarajevo,43.8486,18.3564
Bulgaria,2010,832.5492930099703,0.016424615242371435,0.0475325578699231,Sofia,42.6975,23.3242
Croatia,2010,981.7993289997144,0.016708038733128257,0.034423156459929855,Zagreb,45.8144,15.978
Estonia,2010,332.1801569879983,0.017004256219094398,0.042220226640114294,Tallinn,59.437,24.7535
Hungary,2010,1350.8204131881662,0.01021990356736286,0.020936861084547218,Budapest,47.498,19.0399
Kosovo,2010,38.57812050937361,0.007226070270578692,0.024172794190871368,,,
Latvia,2010,259.67212419746744,0.010835925294035044,0.025395180098471106,Riga,56.946,24.1059
Lithuania,2010,326.3209186864288,0.008786590920505648,0.021326565001263793,Vilnius,54.6892,25.2798
North Macedonia,2010,130.02146910642912,0.013821546110286347,0.0425140855472789,,,
Montenegro,2010,75.09486189564862,0.018143477467848924,0.03888888888888889,Podgorica,42.4411,19.2636
Poland,2010,8790.170132325142,0.018478521550954845,0.03995821008927845,Warszawa (Warsaw),52.2298,21.0118
Romania,2010,2086.2204600522355,0.012269766069760627,0.03277925005933075,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2010,872.339631719991,0.020859653419460493,0.048672394857548935,Beograd (Belgrade),44.8176,20.4633
Slovakia,2010,1137.680535597216,0.012491829594517102,0.029643177582993997,Bratislava,48.1482,17.1067
Slovenia,2010,772.0851075101484,0.016031252117881128,0.031949961635426946,Ljubljana,46.0511,14.5051
Belarus,2010,767.699285884553,0.01341383432923202,0.3026604897418928,Minsk,53.9,27.5667
Moldova,2010,18.33571827023356,0.0026287917456208703,0.0077098276506781796,,,
Russia,2010,58720.22760875794,0.03585085720121125,0.1012229332915547,,,
Ukraine,2010,3729.4572334430495,0.027419965423506457,0.055788180961357216,Kyiv (Kiev),50.4454,30.5186
Austria,2010,3218.351224099226,0.00821232711530621,0.015543246043828117,Wien (Vienna),48.2064,16.3707
Belgium,2010,5244.720513346887,0.01090488216531306,0.020239811095096448,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2010,477.5874285638605,0.018529245505668812,0.0444362292051756,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2010,4503.49212671228,0.01398621786892503,0.024678703315762298,København (Copenhagen),55.6759,12.5655
Finland,2010,3717.180504760468,0.014917581596003399,0.027674241539553206,Helsinki,60.1692,24.9402
France,2010,52044.06056505242,0.019694193527524086,0.03462290099152394,Paris,48.8534,2.3488
Germany,2010,43025.91501168805,0.012668266261113711,0.026314661331346093,Berlin,52.5244,13.4105
Greece,2010,8163.619386923959,0.0275021826236583,0.051932766029151575,Athínai (Athens),37.9534,23.749
Iceland,2010,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2010,1274.2286883563233,0.005747607216616208,0.008856832492543359,Dublin,53.3331,-6.2489
Italy,2010,32020.819951128742,0.015004945759251934,0.030053301776560147,Roma (Rome),41.8947,12.4811
Luxembourg,2010,247.6673575747141,0.004410094966796348,0.010510932493957618,Luxembourg,49.6117,6.13
Malta,2010,58.728949930136615,0.006505909255770194,0.016362730627306272,Valletta,35.8997,14.5147
Netherlands,2010,11220.523280069401,0.013254337150161064,0.027517393253171714,Amsterdam,52.374,4.8897
Norway,2010,6498.659038379133,0.01507627954928146,0.033899197376370066,Oslo,59.9127,10.7461
Portugal,2010,3540.1863465091487,0.014882180317251449,0.02867533470648816,Lisboa (Lisbon),38.7169,-9.1399
Spain,2010,19710.78544987385,0.013873781239832983,0.03013786539493535,Madrid,40.4165,-3.7026
Sweden,2010,5885.9358003862635,0.011871285413706868,0.0240348770013484,Stockholm,59.3326,18.0649
Switzerland,2010,4115.407849191205,0.006872201659332766,0.021877867264756854,Bern,46.9481,7.4474
United Kingdom,2010,63979.111970269434,0.025679996046720346,0.05758334509284608,London,51.5085,-0.1257
Albania,2011,197.0067892363348,0.015282663377662653,0.052838645021173206,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2011,211.8782606223435,0.011364302644441698,0.02450069861099696,Sarajevo,43.8486,18.3564
Bulgaria,2011,757.9312600429447,0.013140002560944589,0.04112178374416541,Sofia,42.6975,23.3242
Croatia,2011,1090.9239019325412,0.017411828653698707,0.03597183550947393,Zagreb,45.8144,15.978
Estonia,2011,389.23758088843476,0.016789333031573053,0.044864605031244995,Tallinn,59.437,24.7535
Hungary,2011,1472.069831638109,0.010370905637292777,0.02113897497394831,Budapest,47.498,19.0399
Kosovo,2011,50.968863773797366,0.008047759493754239,0.027118866124260354,,,
Latvia,2011,296.83492921251104,0.010711481169651241,0.026855258150450336,Riga,56.946,24.1059
Lithuania,2011,344.60521542864046,0.007907008480522547,0.019075966092597443,Vilnius,54.6892,25.2798
North Macedonia,2011,132.4619948090471,0.012621870998274217,0.03962196523973761,,,
Montenegro,2011,79.37666381689152,0.01748969302678894,0.038633288227334237,Podgorica,42.4411,19.2636
Poland,2011,9455.422988001417,0.018031836183519872,0.04059833085284753,Warszawa (Warsaw),52.2298,21.0118
Romania,2011,2379.8714824132967,0.012355686693177643,0.03532209694066328,Bucuresti (Bucharest),44.4328,26.1043
Serbia,2011,986.9581936743695,0.020036450286792042,0.04812300531914893,Beograd (Belgrade),44.8176,20.4633
Slovakia,2011,1064.842810573361,0.010670627187426335,0.025802539832249807,Bratislava,48.1482,17.1067
Slovenia,2011,665.6796713722711,0.012921707637492907,0.025407757202737833,Ljubljana,46.0511,14.5051
Belarus,2011,756.2773512803967,0.01224495109765822,0.3038933764135703,Minsk,53.9,27.5667
Moldova,2011,22.96696369243351,0.0027294960036609132,0.008382302645897462,,,
Russia,2011,70237.5239514946,0.034330438376013066,0.1032146099081504,,,
Ukraine,2011,3684.633313084558,0.02258287711222616,0.0494151439151658,Kyiv (Kiev),50.4454,30.5186
Austria,2011,3409.7212085826886,0.00790897558452031,0.0155406732517693,Wien (Vienna),48.2064,16.3707
Belgium,2011,5499.370964266601,0.010522177697132573,0.01902590813121913,Bruxelles-Brussel,50.8467,4.3499
Cyprus,2011,479.73531844499587,0.017378320909755857,0.0413046080191502,Lefkosia (Nicosia),35.1595,33.3669
Denmark,2011,4518.59012686474,0.013135312852757215,0.02327739236400971,København (Copenhagen),55.6759,12.5655
Finland,2011,4099.505807285694,0.014894089839291306,0.02776078095435333,Helsinki,60.1692,24.9402
France,2011,54120.87100950157,0.018914062136108734,0.03360069663065411,Paris,48.8534,2.3488
Germany,2011,45163.21287820339,0.012061503363578313,0.026662166398581884,Berlin,52.5244,13.4105
Greece,2011,7128.608267128192,0.02522278765632927,0.04575956596230726,Athínai (Athens),37.9534,23.749
Iceland,2011,0.0,,,Reykjavík,64.1355,-21.8954
Ireland,2011,1300.331547010864,0.005443958136473083,0.011531918041275242,Dublin,53.3331,-6.2489
Italy,2011,33828.804971119964,0.014759565970897568,0.030014726813901917,Roma (Rome),41.8947,12.4811
Luxembourg,2011,232.1524143156022,0.003767755888043593,0.009078060447923461,Luxembourg,49.6117,6.13
Malta,2011,55.893126481361776,0.005806402387170976,0.01426285916991841,Valletta,35.8997,14.5147
Netherlands,2011,11647.93460808641,0.012883653489841764,0.02732600422005603,Amsterdam,52.374,4.8897
Norway,2011,7232.260585482309,0.014425275514078826,0.03334128466024529,Oslo,59.9127,10.7461
Portugal,2011,3651.882589263994,0.014917984786846956,0.029822450276995732,Lisboa (Lisbon),38.7169,-9.1399
Spain,2011,19695.435494296973,0.013318765552101361,0.028856828032327444,Madrid,40.4165,-3.7026
Sweden,2011,6324.7473643036,0.01101691164340293,0.022605307045788545,Stockholm,59.3326,18.0649
Switzerland,2011,4973.863848781927,0.006947822576575987,0.022098258955373224,Bern,46.9481,7.4474
United Kingdom,2011,66569.55257313492,0.024990398782952505,0.057353922146229856,London,51.5085,-0.1257
Albania,2012,183.20469566021168,0.014870825765521626,0.05267900095949139,Tiranë (Tirana),41.3275,19.8189
Bosnia and Herzegovina,2012,197.34465021251995,0.011455719208950062,0.024440647628345944,Sarajevo,43.8486,18.3564
Bulgaria,2012,722.0524949903091,0.013298189650528416,0.0408945449132991,Sofia,42.6975,23.3242
Croatia,2012,953.0700020107224,0.016616223302973777,0.0352367423944199,Zagreb,45.8144,15.978
Estonia,2012,436.852911624656,0.018976727839581414,0.04835039817974971,Tallinn,59.437,24.7535
Hungary,2012,1322.2777027507284,0.010264985611604327,0.020899540371606677,Budapest,47.498,19.0399
Kosovo,2012,43.39040388336541,0.0070395373609101865,0.023468027102154274,,,
Latvia,2012,255.74034258924888,0.009076622429155023,0.024456187784195647,Riga,56.946,24.1059
